action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
1047,2569,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2024-09-10,2025-01-29,Completed,False
1048,2571,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2024-09-12,2024-10-02,Completed,False
1049,2572,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-09-06,2024-11-18,Completed,False
1050,2575,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-09-14,2024-10-06,Completed,False
1051,2576,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-09-12,2024-10-20,Completed,False
1052,2579,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-09-13,2024-11-05,Completed,False
1053,2580,Non-approved modification,Add warning about modifications to warranty terms,Quality Assurance,2024-09-12,2024-10-19,Completed,False
1054,2583,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-09-10,2024-10-25,Completed,False
1055,2586,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-09-12,2025-01-22,Completed,False
1056,2589,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-09-14,2024-12-10,Completed,False
1057,2590,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-09-11,2024-10-05,Completed,False
1058,2591,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2024-09-11,2024-12-16,Completed,False
1059,2599,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-09-16,2024-10-21,Completed,True
1060,2600,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-09-10,2024-10-10,Completed,True
1061,2605,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-09-15,2024-11-09,Completed,False
1062,2606,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-09-16,2024-10-26,Completed,False
1063,2607,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-09-18,2024-11-29,Completed,False
1064,2610,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-09-19,2024-12-06,Completed,True
1065,2615,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-09-16,2024-11-05,Completed,False
1066,2617,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2024-09-18,2024-10-19,Completed,False
1067,2624,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-09-22,2024-10-28,Completed,False
1068,2625,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2024-09-19,2024-11-08,Completed,True
1069,2626,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-09-20,2024-12-26,Completed,False
1070,2627,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-09-19,2024-11-18,Completed,False
1071,2628,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-09-22,2025-02-03,Completed,False
1072,2629,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-09-23,2024-10-30,Completed,False
1073,2633,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-09-23,2024-10-22,Completed,False
1074,2637,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2024-09-22,2024-12-16,Completed,False
1075,2638,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-09-20,2024-11-25,Completed,False
1076,2642,Operator training gap,Retrain operators and add in-line inspection,Production,2024-09-25,2024-11-21,Completed,False
1077,2644,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-09-24,2024-12-19,Completed,False
1078,2645,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2024-09-23,2024-11-08,Completed,False
1079,2646,Operator training gap,Retrain operators and add in-line inspection,Production,2024-09-23,2024-11-21,Completed,False
1080,2647,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-09-22,2024-11-20,Completed,False
1081,2649,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-09-27,2024-11-16,Completed,True
1082,2650,Operator training gap,Retrain operators and add in-line inspection,Production,2024-09-23,2024-11-06,Completed,False
1083,2651,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-09-23,2024-10-22,Completed,False
1084,2657,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-09-25,2024-12-29,Completed,False
1085,2658,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-09-26,2024-10-29,Completed,False
1086,2659,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2024-09-27,2024-12-26,Completed,True
1087,2660,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2024-09-25,2024-11-13,Completed,False
1088,2661,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-09-23,2024-11-26,Completed,True
1089,2665,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-09-24,2024-10-26,Completed,False
1090,2668,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-09-28,2024-10-25,Completed,True
1091,2672,Operator training gap,Retrain operators and add in-line inspection,Production,2024-09-28,2024-11-24,Completed,False
1092,2673,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-10-01,2024-11-17,Completed,False
1093,2675,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-09-28,2024-11-22,Completed,False
1094,2680,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2024-10-04,2024-12-02,Completed,False
1095,2681,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-09-30,2024-12-28,Completed,False
1096,2683,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-10-03,2024-12-05,Completed,True
1097,2690,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-10-04,2024-11-19,Completed,False
1098,2693,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-10-01,2024-10-31,Completed,False
1099,2699,Operator training gap,Retrain operators and add in-line inspection,Production,2024-09-30,2024-10-17,Completed,False
1100,2702,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-10-10,2024-11-16,Completed,True
1101,2707,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-10-02,2024-10-18,Completed,False
1102,2708,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-10-08,2024-11-08,Completed,False
1103,2709,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-10-02,2024-10-30,Completed,False
1104,2712,Insufficient process control,Introduce statistical process control on the line,Production,2024-10-05,2024-10-26,Completed,True
1105,2713,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-10-07,2024-11-07,Completed,False
1106,2716,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-10-05,2024-11-02,Completed,False
1107,2717,Operator training gap,Retrain operators and add in-line inspection,Production,2024-10-05,2024-11-10,Completed,False
1108,2723,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2024-10-09,2024-11-03,Completed,False
1109,2726,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-10-07,2024-11-09,Completed,False
1110,2730,Operator training gap,Retrain operators and add in-line inspection,Quality Assurance,2024-10-08,2024-10-28,Completed,False
1111,2732,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2024-10-12,2024-11-10,Completed,True
1112,2733,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-10-15,2024-12-05,Completed,False
1113,2734,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-10-16,2024-11-24,Completed,False
1114,2736,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-10-09,2024-12-02,Completed,False
1115,2741,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2024-10-10,2024-11-13,Completed,False
1116,2744,Improper use by customer,Update owner manual and customer communication,Customer Service,2024-10-12,2024-10-17,Completed,False
1117,2746,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-10-16,2024-11-07,Completed,False
1118,2747,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-10-13,2024-12-12,Completed,False
1119,2750,Operator training gap,Retrain operators and add in-line inspection,Production,2024-10-14,2024-12-07,Completed,False
1120,2751,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-10-15,2024-12-08,Completed,True
1121,2753,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-10-15,2024-11-05,Completed,False
1122,2754,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-10-15,2024-12-10,Completed,False
1123,2755,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-10-13,2024-12-11,Completed,False
1124,2757,Operator training gap,Retrain operators and add in-line inspection,Production,2024-10-20,2024-12-05,Completed,False
1125,2758,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2024-10-18,2024-12-07,Completed,False
1126,2759,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-10-13,2024-12-31,Completed,False
1127,2760,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2024-10-17,2024-11-07,Completed,False
1128,2763,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-10-18,2024-12-19,Completed,False
1129,2766,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-10-21,2024-12-05,Completed,False
1130,2768,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2024-10-15,2024-12-10,Completed,False
1131,2770,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-10-22,2024-11-26,Completed,False
1132,2771,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2024-10-13,2024-11-30,Completed,False
1133,2773,Insufficient design margin,Raise design margin through an engineering change,Quality Assurance,2024-10-15,2024-12-04,Completed,False
1134,2775,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-10-18,2024-12-04,Completed,False
1135,2780,Insufficient process control,Introduce statistical process control on the line,Production,2024-10-19,2024-11-17,Completed,False
1136,2781,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-10-24,2024-12-04,Completed,False
1137,2782,Operator training gap,Add poka-yoke check at the assembly station,Quality Assurance,2024-10-21,2024-11-17,Completed,False
1138,2784,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2024-10-23,2024-12-08,Completed,False
1139,2789,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-10-19,2024-11-24,Completed,False
1140,2792,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-10-22,2024-11-13,Completed,False
1141,2793,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2024-10-24,2024-11-04,Completed,False
1142,2795,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-10-29,2024-12-20,Completed,False
1143,2800,Operator training gap,Retrain operators and add in-line inspection,Production,2024-10-27,2024-11-21,Completed,False
1144,2803,Insufficient process control,Introduce statistical process control on the line,Production,2024-10-24,2024-12-07,Completed,False
1145,2810,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-10-27,2024-12-03,Completed,False
1146,2815,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-10-28,2024-12-15,Completed,True
1147,2816,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-11-02,2024-12-31,Completed,False
1148,2817,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-02,2025-01-13,Completed,False
1149,2819,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2024-10-30,2024-12-07,Completed,False
1150,2821,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2024-10-29,2024-11-04,Completed,True
1151,2822,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-10-28,2024-12-13,Completed,False
1152,2823,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-10-30,2024-12-02,Completed,False
1153,2824,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-10-27,2024-12-14,Completed,False
1154,2827,Tolerance stack-up in design,Revise tolerances in the design drawings,Quality Assurance,2024-11-05,2024-12-11,Completed,False
1155,2830,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-11-01,2024-12-21,Completed,False
1156,2834,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-11-01,2025-01-26,Completed,False
1157,2835,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-11-06,2025-02-20,Completed,False
1158,2836,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-10-28,2024-11-30,Completed,True
1159,2838,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-11-01,2024-12-15,Completed,False
1160,2840,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-10-31,2025-03-24,Completed,False
1161,2848,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-11-06,2024-12-24,Completed,False
1162,2854,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-11-04,2024-12-19,Completed,True
1163,2856,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-11-03,2025-02-19,Completed,False
1164,2857,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-11-05,2024-12-08,Completed,False
1165,2860,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2024-11-06,2024-12-16,Completed,False
1166,2864,Operator training gap,Retrain operators and add in-line inspection,Production,2024-11-12,2024-12-05,Completed,False
1167,2865,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-11-08,2025-02-01,Completed,True
1168,2866,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-11-09,2024-11-29,Completed,False
1169,2869,Software logic flaw,Release a software update,Design Engineering,2024-11-08,2025-02-24,Completed,False
1170,2870,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-11-11,2024-11-27,Completed,False
1171,2879,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-10,2025-01-07,Completed,True
1172,2886,Substandard raw material,Change material specification,Supplier Quality,2024-11-15,2024-12-15,Completed,False
1173,2892,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-11-15,2024-12-25,Completed,False
1174,2893,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-11-13,2025-01-20,Completed,False
1175,2894,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-14,2024-12-31,Completed,True
1176,2896,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-11-17,2025-01-11,Completed,False
1177,2897,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-14,2025-01-20,Completed,False
1178,2898,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2024-11-13,2024-12-13,Completed,False
1179,2900,Operator training gap,Retrain operators and add in-line inspection,Production,2024-11-13,2024-12-07,Completed,False
1180,2903,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-15,2025-01-01,Completed,False
1181,2907,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2024-11-19,2024-12-26,Completed,False
1182,2908,Software logic flaw,Release a software update,Quality Assurance,2024-11-16,2025-01-04,Completed,True
1183,2910,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-11-19,2025-02-01,Completed,False
1184,2917,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2024-11-25,2025-01-21,Completed,True
1185,2918,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-11-21,2025-03-03,Completed,False
1186,2920,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-11-23,2025-02-03,Completed,True
1187,2921,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-11-19,2024-12-15,Completed,False
1188,2923,Software logic flaw,Release a software update,Design Engineering,2024-11-19,2025-02-08,Completed,False
1189,2924,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-11-20,2025-02-17,Completed,False
1190,2925,Insufficient process control,Introduce statistical process control on the line,Production,2024-11-22,2024-12-20,Completed,False
1191,2929,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2024-11-21,2025-02-04,Completed,False
1192,2930,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-11-19,2025-02-07,Completed,False
1193,2933,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-11-17,2025-01-13,Completed,False
1194,2934,Operator training gap,Retrain operators and add in-line inspection,Production,2024-11-25,2024-12-18,Completed,False
1195,2937,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-11-21,2025-04-20,Completed,False
1196,2940,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-11-27,2025-01-18,Completed,False
1197,2942,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-11-22,2024-12-11,Completed,False
1198,2944,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2024-11-25,2025-01-08,Completed,False
1199,2946,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-11-24,2025-02-06,Completed,True
1200,2947,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2024-11-25,2024-12-26,Completed,False
1201,2948,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2024-11-26,2024-12-20,Completed,True
1202,2950,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-11-27,2025-01-09,Completed,False
1203,2951,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2024-11-28,2024-12-31,Completed,False
1204,2955,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-12-01,2024-12-22,Completed,False
1205,2956,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2024-11-26,2025-01-12,Completed,True
1206,2958,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-11-29,2024-12-29,Completed,False
1207,2962,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-11-26,2025-01-23,Completed,True
1208,2966,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-12-05,2025-01-01,Completed,False
1209,2968,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2024-11-28,2024-12-29,Completed,False
1210,2972,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-11-30,2025-01-08,Completed,False
1211,2974,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-12-04,2025-01-15,Completed,False
1212,2975,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-12-07,2025-01-08,Completed,False
1213,2977,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-11-29,2025-02-05,Completed,False
1214,2978,Substandard raw material,Change material specification,Supplier Quality,2024-11-28,2025-01-28,Completed,False
1215,2980,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-01,2025-01-12,Completed,True
1216,2983,Software logic flaw,Release a software update,Design Engineering,2024-12-03,2025-04-17,Completed,False
1217,2986,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-12-03,2025-04-15,Completed,False
1218,2988,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-12-01,2025-02-07,Completed,False
1219,2989,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-12-04,2025-01-13,Completed,False
1220,2991,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-12-03,2025-01-20,Completed,True
1221,2996,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2024-12-09,2025-01-06,Completed,False
1222,2998,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-12-02,2025-01-14,Completed,False
1223,3002,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2024-12-07,2024-12-31,Completed,False
1224,3005,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-12-07,2025-02-11,Completed,False
1225,3010,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-08,2025-02-11,Completed,True
1226,3011,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-12-10,2025-02-07,Completed,False
1227,3020,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-12-12,2025-01-14,Completed,True
1228,3021,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-12-15,2025-02-01,Completed,False
1229,3022,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-12-08,2025-01-18,Completed,False
1230,3024,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-12-10,2025-02-01,Completed,False
1231,3026,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-12-11,2025-01-01,Completed,False
1232,3028,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2024-12-13,2025-02-05,Completed,True
1233,3029,Insufficient process control,Introduce statistical process control on the line,Production,2024-12-09,2024-12-29,Completed,False
1234,3030,Missed maintenance schedule,Send service reminders to customers,Customer Service,2024-12-19,2025-01-07,Completed,False
1235,3034,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-12-15,2025-02-19,Completed,False
1236,3035,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-12-13,2025-02-06,Completed,False
1237,3036,Insufficient process control,Introduce statistical process control on the line,Production,2024-12-17,2025-01-10,Completed,True
1238,3037,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-12-17,2025-02-03,Completed,False
1239,3039,Substandard raw material,Change material specification,Quality Assurance,2024-12-13,2025-02-05,Completed,False
1240,3042,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-12-11,2024-12-28,Completed,False
1241,3046,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-12-16,2025-02-24,Completed,False
1242,3055,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-18,2025-01-28,Completed,False
1243,3057,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-19,2025-02-01,Completed,False
1244,3061,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-12-17,2025-04-12,Completed,False
1245,3063,Operator training gap,Retrain operators and add in-line inspection,Production,2024-12-22,2025-01-23,Completed,False
1246,3065,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-17,2025-03-11,Completed,False
1247,3066,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-12-21,2025-02-04,Completed,True
1248,3067,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-12-23,2025-02-05,Completed,False
1249,3074,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2024-12-23,2025-02-08,Completed,True
1250,3076,Operator training gap,Retrain operators and add in-line inspection,Production,2024-12-18,2025-01-14,Completed,False
1251,3084,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-12-22,2025-02-11,Completed,False
1252,3085,Software logic flaw,Release a software update,Design Engineering,2024-12-24,2025-03-25,Completed,False
1253,3091,Operator training gap,Retrain operators and add in-line inspection,Production,2024-12-28,2025-02-20,Completed,False
1254,3092,Substandard raw material,Change material specification,Quality Assurance,2024-12-23,2025-02-07,Completed,False
1255,3093,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-12-25,2025-01-20,Completed,False
1256,3095,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-12-22,2025-02-06,Completed,False
1257,3096,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2024-12-27,2025-01-28,Completed,False
1258,3099,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-12-27,2025-02-03,Completed,False
1259,3102,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-12-27,2025-01-31,Completed,False
1260,3103,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-12-28,2025-02-08,Completed,False
1261,3104,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2024-12-27,2025-01-18,Completed,False
1262,3106,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-12-30,2025-01-23,Completed,False
1263,3108,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-12-29,2025-03-06,Completed,False
1264,3109,Operator training gap,Retrain operators and add in-line inspection,Production,2024-12-27,2025-01-19,Completed,False
1265,3113,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-12-30,2025-02-03,Completed,True
1266,3115,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2024-12-28,2025-02-08,Completed,False
1267,3116,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-12-27,2025-02-10,Completed,False
1268,3117,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-01-05,2025-03-23,Completed,False
1269,3118,Substandard raw material,Change material specification,Supplier Quality,2025-01-07,2025-03-11,Completed,False
1270,3120,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-01-02,2025-04-01,Completed,False
1271,3121,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-12-31,2025-03-19,Completed,False
1272,3122,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2024-12-28,2025-02-19,Completed,False
1273,3128,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-12-31,2025-02-19,Completed,True
1274,3130,Missed maintenance schedule,Send service reminders to customers,Customer Service,2025-01-01,2025-01-12,Completed,False
1275,3143,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-01-01,2025-02-10,Completed,False
1276,3148,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-01-04,2025-02-19,Completed,True
1277,3150,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-03,2025-03-15,Completed,False
1278,3151,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-01-04,2025-02-05,Completed,False
1279,3152,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-01-06,2025-01-30,Completed,False
1280,3153,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-01-02,2025-02-03,Completed,False
1281,3154,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-01-03,2025-02-12,Completed,False
1282,3156,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-01-06,2025-03-08,Completed,False
1283,3159,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-03,2025-02-14,Completed,True
1284,3161,Operator training gap,Retrain operators and add in-line inspection,Production,2025-01-04,2025-03-05,Completed,True
1285,3164,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2025-01-04,2025-02-11,Completed,False
1286,3165,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-01-05,2025-03-17,Completed,True
1287,3168,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-01-06,2025-02-07,Completed,False
1288,3169,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-01-08,2025-03-16,Completed,False
1289,3171,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2025-01-03,2025-02-07,Completed,False
